District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupation,Do_you_have_any_health_problem,For_the_following_questions__I,_1_Are_your_main_problems_being_addressed_?,_1a_What_is_your_biggest_problem_?,If__other__what_is_your_biggest_problem_?,_1b_What_is_your_second_biggest_prpblem_?,If__other__what_is_your_second_biggest_problem_?,_1c_What_is_your_third_biggest_problem_?,If__other__what_is_your_third_biggest_problem_?,_2_Are_you_satisfied_with_what_the_government_is_doing_for_you_after_the_earthquake_?,_2a_What_is_the_first_reason_you_not_satisfied_with_government?,If_other_top_reasons,_2b_What_is_the_second_reason_you_are_not_satisfied_with_government?,If_other_second_reason,_3_Do_ you_have_the_information_you_need_to_get_relief_and_support? ,_3a_What_is_the_top_thing_that_you_need_information_about?,If_other_top_need_information,_3b_What_is_the_second_most_important_thing_that_you_need_information_about?,If_other_second_need_information,_4_Are_you_satisfied_with_what_NGOs_are_doing_for_you_after_the_earthquake? ,_4a_What_is_the_first_reason_you_not_satisfied_with_NGO_support?,If_other_top_reason_for_unsatisfaction_with_NGOs,_4b_What_is_the_second_reason_you_are_not_satisfied_with_NGOs?,If_other_second_reason_for _unsatisfaction_with_NGO,_5_Are_you_Prepared_for_winter?,_5a_Whati_is_the_main_reason_you_feel_you_are_not_prepared?,If_other_why_not_prepared?,_6_Do_you_have_problems_related_to_children_in_you_household_or_family_in_the_post-earthquake_period? ,_6a_What_is_the_main_problem_for_the_children?,If_other_What_is_the_main_problem_for_the_children?,_6b_What_is_the_second_top_problem_for_the_children?,If_other_What_is_the_second_top_problem_for_the_children?,_7_Overall_is_the_post-earthquake_relief_effort_making_progress? ,_8_Do_you_feel_there_has_been_an_increase_in_the_environment_of_tension_or_risk_of_violence_or_harassment_since_the_earthquake?,_8a_Who_has_this_increased_risk_come from?,If_others_Who_has_this_increased_risk_come from?,_9_Do_you_feel_that_the_children_in_your_family_are_in_a_safe_place_while_attending_school? ,_10_Do_you_need_to_rebuild_repair_or_retrofit_your_home_because_of_damage_caused_by_earthquakes?,_10a_Where_do_you_plan_to_get_the_resources_or_funds_to_rebuild/repair /retrofit_your_home?,If_other_where_do_you_plan_t,_10b_What_factors_do_you_base_your_rebuild/repair/ retrofitting_decisions_on?,If_other_what_factors_do_you_base,_11_Do_you_feel_your_community_has_recovered_from_the_earthquake? ,_11a_What_is _the_main_thing_your_community_to_recover?,If_other_What_is _the_main_thing_your_community_to_recover?,_11b_What_is_the_second_main_thing_your_community_recover?,If_other_What_is_the_second_main_thing_your_community_recover?
kavrepalanchok,KABHRE NITTYA CHANDESHWARI,7,40_54,male,tamang,,skilled_worker,,no_difficulty,,1___not_at_all,clean_water,,financial_support,,long_term_shelter__housing,,4___mostly_yes,,,,,4___mostly_yes,,,,,3___neutral,relief_distributed_based_on_severe_damage,,relief_distributed_based_on_caste,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,health_care,,not_prepared_for_winter_(clothing_household),,don_t_know,,,,3_neutral,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,livelihood_options_training,
lalitpur,ghushel,7,25_39,female,brahmin,,ngo_worker_business,,yes__some_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,1___not_at_all,how_to_register_for_access_support,,how_to_get_shelter_materials,,refused,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,1___not_at_all,1_completely_yes,community_members,,refused,completely_yes,government_grant,,confidence_gov,,2___not_very_much,reconstruction_advice_training,,livelihood_options_training,
nuwakot,madanpur,7,25_39,female,tamang,,farmer_laborer,,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,4___mostly_yes,,,,,2___very_little,news_about_government_decision,,how_to_register_for_access_support,,1___not_at_all,was_promised_relief_but_never_received,,don´t_know_where_distribution_sites_are,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,not_prepared_for_winter_(clothing_household),,1___not_at_all,5_not_at_all,,,5_completely_yes,completely_yes,government_grant,,waiting_for_community_to_start_rebuilding,,2___not_very_much,news_on_government_decisions,,improved_market_access,
ramechhap,Khimti,2,25_39,female,chhetri,,ngo_worker_business,,no_difficulty,,1___not_at_all,livelihoods,,long_term_shelter__housing,,financial_support,,4___mostly_yes,,,,,1___not_at_all,finding_missing_people,,news_about_government_decision,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,4___mostly_yes,1_completely_yes,strangers,,4_somewhat_yes,completely_yes,government_loan,,confidence_gov,,1___not_at_all,reconstruction_advice_training,,repair_reconstruction_of_community_buildings,
ramechhap,Chanakhu,5,40_54,female,chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,livelihoods,,toilets_sanitation,,2___very_little,Government_plans_unclear,,Was_promised_relief_but_never_received,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,2___very_little,ngo_don´t_know_what_they_are_doing,,relief_distributed_based_on_first_come_first_served,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,psycho_social_support,,health_care,,4___mostly_yes,2_somewhat_yes,local_government,,4_somewhat_yes,completely_yes,government_grant,,building_requirements_released_by_government,,1___not_at_all,repair_reconstruction_of_community_buildings,,reduce_risk_of_future_disaster,
sindhupalchowk,Sangachok,2,25_39,female,dalit,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,relief_distributed_based_on_caste,,Relief_distributed_based_on_first_come_first_served,,2___very_little,how_to_get_shelter_materials,,how_to_get_healthcare_psychological_support,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,1___not_at_all,don_t_know,,,5_completely_yes,not_at_all,,,,,1___not_at_all,reduce_risk_of_future_disasters,,improve_access_to_water_sanitation,
rasuwa,Chilime,1,25_39,female,tamang,,farmer_laborer,,no_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,livelihoods,,4___mostly_yes,,,,,5___completely_yes,,,,,5___completely_yes,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,health_care,,5___completely_yes,1_completely_yes,community_members,,4_somewhat_yes,completely_yes,government_loan,,availability_of_finencial_support,,3___neutral,livelihood_options_training,,reduce_risk_of_future_disaster,
rasuwa,chilime,1,25_39,female,tamang,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,health_care,,4___mostly_yes,2_somewhat_yes,local_government,,2_not_very_much,completely_yes,government_loan,,confidence_in_ability_to_rebuild_safely,,2___not_very_much,safe_spaces_for_women_and_children,,repair_reconstruction_of_community_buildings,
rasuwa,thulogaun,3,25_39,female,gurung,,farmer_laborer,,no_difficulty,,1___not_at_all,housing_inspections,,financial_support,,livelihoods,,1___not_at_all,Government_does_not_listen_to_my_concerns,,Government_plan_unclear,,1___not_at_all,how_to_register_for_access_support,,how_to_get_shelter_materials,,5___completely_yes,,,,,2___very_little,not_enough_blankets,,5_not_at_all,,,,,4___mostly_yes,4_not_very_much,,,4_somewhat_yes,completely_yes,government_grant,,availability_of_finencial_support,,4___somewhat_yes,,,,
nuwakot,madanpur,7,25_39,female,janajati,,farmer_laborer,,no_difficulty,,1___not_at_all,toilets_sanitation,,toilets_sanitation,,toilets_sanitation,,1___not_at_all,Relief_distributed_based_on_severe_damage,,Government_does_not_listen_to_my_concerns,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_keep_snow_out,,2_somewhat_yes,access_to_education_Closed_schools,,not_prepared_for_winter_(clothing_household),,4___mostly_yes,2_somewhat_yes,others,no risk,1__not_at_all,completely_yes,government_grant,,waiting_for_community_to_start_rebuilding,,2___not_very_much,road_access,,reconstruction_advice_training,
ramechhap,Khimti,2,55,male,chhetri,,government_ser,,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,4___mostly_yes,,,,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,4___mostly_yes,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,4___mostly_yes,,,,4_somewhat_yes,completely_yes,government_loan,,information_about_assistance_from_NGOs,,1___not_at_all,repair_reconstruction_of_community_buildings,,reduce_risk_of_future_disaster,
sindhupalchowk,sanosiruwari,5,25_39,male,chhetri,,farmer_laborer,,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,toilets_sanitation,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,vulnerability_to_trafficking,,improper_school_winterization,,2___very_little,,,,2_not_very_much,refused,,,,,4___somewhat_yes,,,,
okhaldhunga,baruneshwar,3,25_39,male,dalit,,skilled_worker,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,toilets_sanitation,,2___very_little,Government_does_not_listen_to_my_concerns,,Was_promised_relief_but_never_received,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,improper_school_winterization,,don_t_know,,,,5_completely_yes,completely_yes,government_grant,,confidence_gov,,1___not_at_all,reconstruction_advice_training,,reduce_risk_of_future_disaster,
ramechhap,Khimti,2,40_54,male,chhetri,,government_ser,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,4___mostly_yes,,,,,1___not_at_all,how_to_register_for_access_support,,how_to_get_shelter_materials,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,4___mostly_yes,,,,4_somewhat_yes,completely_yes,government_loan,,confidence_gov,,1___not_at_all,reconstruction_advice_training,,financial_support,
sindhupalchowk,Sangachok,2,40_54,female,chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,seeds_and_fertilizers,,livelihoods,,1___not_at_all,Do_not_trust_goverment,,Relief_distributed_based_on_distance_from_road,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,vulnerability_to_trafficking,,not_prepared_for_winter_(clothing_household),,1___not_at_all,1_completely_yes,local_government,,5_completely_yes,completely_yes,government_loan,,building_requirements_released_by_government,,1___not_at_all,repair_reconstruction_of_school,,reduce_risk_of_future_disaster,
makwanpur,Bhaise,4,25_39,male,chhetri,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,1_completely_y,safety_at_home(due_to_structure),,health_care,,3___neutral,,,,2_not_very_much,not_at_all,,,,,5___completely_yes,,,,
sindhuli,Bhuwaneswari,1,25_39,female,brahmin,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,healthcare,,4___mostly_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,4___mostly_yes,5_not_at_all,,,2_not_very_much,completely_yes,government_grant,,confidence_gov,,1___not_at_all,repair_reconstruction_of_community_buildings,,reconstruction_advice_training,
rasuwa,thulogaun,3,25_39,male,gurung,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,1___not_at_all,Reconstruction_process_taking_too_long,,Government_does_not_listen_to_my_concerns,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,5_not_at_all,,,,,5___completely_yes,,,,4_somewhat_yes,completely_yes,government_grant,,concern_about_another_earthquake_aftershocks,,4___somewhat_yes,,,,
rasuwa,Chilime,1,40_54,female,newar,,farmer_laborer,,yes__some_difficulty,,3___neutral,livelihoods,,clean_water,,healthcare,,2___very_little,Government_plans_unclear,,Government_does_not_listen_to_my_concerns,,2___very_little,how_to_register_for_access_support,,how_to_get_shelter_materials,,4___mostly_yes,,,,,2___very_little,do_not_have_warm_clothing,,4_not_very_muc,,,,,don_t_know,2_somewhat_yes,community_members,,3_neutral,completely_yes,government_loan,,building_requirements_released_by_government,,2___not_very_much,livelihood_options_training,,improve_access_to_water_sanitation,
ramechhap,Khimti,2,40_54,male,chhetri,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,1___not_at_all,how_to_register_for_access_support,,how_to_get_shelter_materials,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,4___mostly_yes,,,,4_somewhat_yes,completely_yes,government_grant,,information_about_assistance_from_NGOs,,1___not_at_all,repair_reconstruction_of_community_buildings,,financial_support,
kathmandu,sundarijal,4,40_54,female,tamang,,ngo_worker_business,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,short_term_shelter__tent_shelt,,financial_support,,1___not_at_all,Reconstruction_process_taking_too_long,,Was_promised_relief_but_never_received,,2___very_little,how_to_register_for_access_support,,news_about_government_decision,,1___not_at_all,was_promised_relief_but_never_received,,reconstruction_process_taking_too_long,,2___very_little,house/shelter_will_not_protect_against_cold,,4_not_very_muc,,,,,2___very_little,5_not_at_all,,,5_completely_yes,completely_yes,government_loan,,other,own expenses managing fromk womens group where i am invoved in,1___not_at_all,repair_reconstruction_of_community_buildings,,financial_support,
sindhupalchowk,sanosiruwari,5,25_39,male,chhetri,,farmer_laborer,,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,improper_school_winterization,,4___mostly_yes,,,,2_not_very_much,don´t_know,,,,,4___somewhat_yes,,,,
ramechhap,Chanakhu,5,15_24,female,chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,2___very_little,Government_plans_unclear,,Was_promised_relief_but_never_received,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,2___very_little,ngo_plans_unclear,,ngo_don´t_know_what_they_are_doing,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,psycho_social_support,,not_prepared_for_winter_(clothing_household),,4___mostly_yes,2_somewhat_yes,community_members,,2_not_very_much,completely_yes,government_grant,,building_requirements_released_by_government,,1___not_at_all,repair_reconstruction_of_community_buildings,,improve_access_to_water_sanitation,
lalitpur,ghushel,7,25_39,male,brahmin,,farmer_laborer,,yes__some_difficulty,,2___very_little,long_term_shelter__housing,,livelihoods,,seeds_and_fertilizers,,2___very_little,relief_distributed_based_on_caste,,relief_distributed_based_on_political_parties,,5___completely_yes,,,,,5___completely_yes,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,4_not_very_muc,,,,,4___mostly_yes,,,,4_somewhat_yes,not_at_all,,,,,2___not_very_much,repair_reconstruction_of_community_buildings,,safe_spaces_for_women_children,
sindhupalchowk,Sangachok,2,40_54,male,janajati,,farmer_laborer,,yes__a_lot_of_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,livelihoods,,4___mostly_yes,,,,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,psycho_social_support,,not_prepared_for_winter_(clothing_household),,1___not_at_all,,,,5_completely_yes,somewhat_yes,government_grant,,building_requirements_released_by_government,,1___not_at_all,financial_support,,reduce_risk_of_future_disaster,
makwanpur,Bhaise,4,40_54,female,dalit,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,safety_at_school_(due_to_structure),,3___neutral,2_somewhat_yes,others,Not mentioned,3_neutral,somewhat_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,reduce_risk_of_future_disaster,
nuwakot,khadga bhanjyang,3,40_54,male,tamang,,farmer_laborer,,yes__a_lot_of_difficulty,,1___not_at_all,short_term_shelter__tent_shelt,,long_term_shelter__housing,,short_term_shelter__tent_shelter,,1___not_at_all,Reconstruction_process_taking_too_long,,Other,not mentioned,2___very_little,how_to_register_for_access_support,,news_about_government_decision,,1___not_at_all,was_promised_relief_but_never_received,,relief_distributed_based_on_first_come_first_served,,4___mostly_yes,,,2_somewhat_yes,health_care,,not_prepared_for_winter_(clothing_household),,4___mostly_yes,,,,4_somewhat_yes,completely_yes,government_grant,,building_requirements_released_by_government,,1___not_at_all,repair_reconstruction_of_community_buildings,,reconstruction_advice_training,
ramechhap,Khimti,2,55,female,chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,healthcare,,long_term_shelter__housing,,livelihoods,,2___very_little,not_included_in_distributions,,Reconstruction_process_taking_too_long,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_support,,2___very_little,do_not_trust_ngos,,reconstruction_process_taking_too_long,,2___very_little,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,4___mostly_yes,2_somewhat_yes,local_government,,4_somewhat_yes,completely_yes,i/ngo_support,,information_about_assistance_from_NGOs,,1___not_at_all,reconstruction_advice_training,,financial_support,
rasuwa,thulogaun,3,40_54,female,gurung,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,5_not_at_all,,,,,5___completely_yes,5_not_at_all,,,4_somewhat_yes,completely_yes,government_grant,,availability_of_finencial_support,,4___somewhat_yes,,,,
rasuwa,Thulogaun,9,55,male,gurung,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,5_not_at_all,,,,,5___completely_yes,,,,2_not_very_much,completely_yes,government_grant,,gathering_enough_resources_to_rebuild_entire_house_at_once,,1___not_at_all,reconstruction_advice_training,,livelihood_options_training,
sindhuli,Bhuwaneswari,1,15_24,male,brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,education,,2___very_little,Was_promised_relief_but_never_received,,relief_distributed_based_on_political_parties,,2___very_little,news_about_government_decision,,how_to_register_for_access_support,,5___completely_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,4___mostly_yes,,,,2_not_very_much,completely_yes,government_grant,,concern_about_another_earthquake_aftershocks,,1___not_at_all,repair_reconstruction_of_school,,news_on_government_decisions,
dhading,Salan,6,25_39,female,janajati,,ngo_worker_business,,no_difficulty,,3___neutral,clean_water,,long_term_shelter__housing,,seeds_and_fertilizers,,4___mostly_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,3___neutral,house/shelter_will_not_protect_against_cold,,4_not_very_muc,,,,,4___mostly_yes,don_t_know,,,1__not_at_all,somewhat_yes,government_loan,,confidence_in_ability_to_rebuild_safely,,3___neutral,repair_reconstruction_of_school,,reconstruction_advice_training,
lalitpur,ghushel,7,55,female,tamang,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,2___very_little,Reconstruction_process_taking_too_long,,Was_promised_relief_but_never_received,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,5___completely_yes,5_not_at_all,,,2_not_very_much,completely_yes,government_grant,,availability_of_finencial_support,,2___not_very_much,reconstruction_advice_training,,road_access,
sindhupalchowk,sanosiruwari,5,25_39,male,chhetri,,farmer_laborer,,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,toilets_sanitation,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,vulnerability_to_trafficking,,improper_school_winterization,,2___very_little,,,,2_not_very_much,refused,,,,,4___somewhat_yes,,,,
makwanpur,Namtar,2,25_39,female,other,Not mentioned,other,Not mentioned,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,2_somewhat_yes,health_care,,not_prepared_for_winter_(clothing_household),,3___neutral,2_somewhat_yes,local_government,,2_not_very_much,completely_yes,government_loan,,confidence_in_ability_to_rebuild_safely,,4___somewhat_yes,,,,
