Name_of_interviewer,Agency,Date,Hi__my_name_is_and_I_am_workin,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupa,Do_you_have_any_health_problem,For_the_following_questions__I,_1_Are_your_main_problems_bein,_1a_What_is_your_biggest_probl,_1a_If_other_what_is_your_bigge,_1b_What_is_your_second_biggest,_1b_If_other_what_is_your_secon,_1c_What_is_your_third_biggest_,_1c_If_other_what_is_your_third,_2_Satisfied_with_gov,_2a_Top_thing_gov,_2a_If_other_top_thing_gov,_2b_Second_thing_gov,_2b_If_other_second_thing_gov,_3_Do_you_have_information,_3a_Top_need_info,_3a_If_other_top_need_info,_3b_Second_need_info,_3b_If_other_second_need_info,_4_Satisfied_with_NGOs,_4a_Top_need_NGOs,_4a_If_other_top_need_NGOs,_4b_Second_need_NGOs,_4b_If_other_second_need_NGOs,_5_Is_support_fair,_5a_Top_reason_not_fair,_5a_If_other_top_reason_not_fai,_5b_Second_reason_not_fair,_5b_If_other_second_reason_not_,_6_Prepared_for_,_7_Have_been_heard,_8_Relief_effort_progress,_9_Main_problems_women,_9a_Top_problem_women,_9a_If_other_top_problem_women,_9b_Second_problem_women,_9b_If_other_second_problem_wom,This_is_the_end_of_the_survey_,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
sarita sapkato,accountability,2015-09-23,,,,,,,Kavrepalanchok,ryale,3,40_54,male,Tamang,,farmer_laborer,,yes__some_diff,,2___very_little,financial_support,,long_term_shelter__housing,,livelihoods,,3___neutral,building_mater,,seeds_and_fert,,2___very_little,news_about_government_decision,,how_to_replace_personal_docume,,4___mostly_yes,,,,,2___very_little,based_on_caste,,based_on_polit,,1___not_at_all,1___not_at_all,4___mostly_yes,,,,,,,uuid:0701ff74-0ecf-4fd3-9d3c-b617fd016103,723325,0701ff74-0ecf-4fd3-9d3c-b617fd016103,2015-09-29T06:56:06,214,,-1,,
sarita sapkota,accountability,2015-09-23,,,,,,,Kavrepalanchok,ryale,3,25_39,male,Brahmin,,other,teacher,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,livelihoods,,financial_support,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,2___very_little,first_come__fi,,based_on_polit,,2___very_little,2___not_very_m,1___not_at_all,,,,,,,uuid:7970c2ce-2917-41cd-8b66-7097c44c2a8c,723341,7970c2ce-2917-41cd-8b66-7097c44c2a8c,2015-09-29T06:59:25,223,,-1,,
sarita sapkota,accountability,2015-09-23,,,,,,,Kavrepalanchok,ryale,3,15_24,male,Brahmin,,farmer_laborer,,yes__some_diff,,1___not_at_all,livelihoods,,clean_water,,financial_support,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,news_about_government_decision,,how_to_get_healthcare_psycholo,,4___mostly_yes,,,,,1___not_at_all,based_on_caste,,first_come__fi,,1___not_at_all,don_t_know,1___not_at_all,,,,,,,uuid:92e8369c-aabe-4bef-999a-ad210d3de6f1,723363,92e8369c-aabe-4bef-999a-ad210d3de6f1,2015-09-29T07:06:27,240,,-1,,
Ambika Dhimal,accountability,2015-09-22,,,,,,,Kavrepalanchok,Sankhupati Chaur,2,55_greater,female,Brahmin,,farmer_laborer,,yes__some_diff,,1___not_at_all,financial_support,,livelihoods,,seeds_and_fertilizers,,2___very_little,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,4___mostly_yes,,,,,2___very_little,based_on_caste,,based_on_polit,,3___neutral,2___not_very_m,3___neutral,2___very_little,long_term_shelter__housing,,livelihoods,,,uuid:2cd8f3a7-ca0f-4854-bb84-9af550be5f6f,724581,2cd8f3a7-ca0f-4854-bb84-9af550be5f6f,2015-09-29T10:06:38,590,,-1,,
Ambika Dhimal,accountability,2015-09-22,,,,,,,Kavrepalanchok,Sankhupati Chaur,2,15_24,female,Tamang,,other,student,no_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,education,,2___very_little,cash_for_work,,food_aid,,5___completely_yes,,,,,4___mostly_yes,,,,,2___very_little,first_come__fi,,based_on_polit,,4___mostly_yes,3___neutral,4___mostly_yes,2___very_little,long_term_shelter__housing,,financial_support,,,uuid:70ec930e-a942-4e61-9e15-05ebf382b318,724611,70ec930e-a942-4e61-9e15-05ebf382b318,2015-09-29T10:09:43,603,,-1,,
Ambika Dhital,accountability,2015-09-22,,,,,,,Kavrepalanchok,Sankhupati Chaur,2,40_54,female,Chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,healthcare,,3___neutral,cash_for_work,,building_mater,,2___very_little,how_to_register_for_access_sup,,how_to_get_healthcare_psycholo,,1___not_at_all,building_mater,,cash_for_work,,3___neutral,first_come__fi,,joint_families,,4___mostly_yes,3___neutral,2___very_little,3___neutral,long_term_shelter__housing,,livelihoods,,,uuid:c22c62fe-8c8d-488c-875b-06b2caf65d4c,724481,c22c62fe-8c8d-488c-875b-06b2caf65d4c,2015-09-29T10:01:58,570,,-1,,
Ambika Dhimal,accountability,2015-09-22,,,,,,,Kavrepalanchok,Sankhupati Chaur,2,25_39,male,Tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,financial_support,,long_term_shelter__housing,,seeds_and_fertilizers,,3___neutral,cash_for_work,,building_mater,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,4___mostly_yes,,,,,2___very_little,based_on_polit,,based_on_caste,,2___very_little,2___not_very_m,3___neutral,,,,,,,uuid:7944d315-fc3d-4dd3-93e2-c21f90a2c1bd,724549,7944d315-fc3d-4dd3-93e2-c21f90a2c1bd,2015-09-29T10:04:12,576,,-1,,
Ambika DhImal,accountability,2015-09-22,,,,,,,Kavrepalanchok,Sankhupati Chaur,2,40_54,male,Chhetri,,ngo_worker_bus,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,clean_water,,3___neutral,cash_for_work,,building_mater,,5___completely_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,3___neutral,4___mostly_yes,don_t_know,,,,,,,uuid:3abd642c-5f4d-4fbb-9b20-16dc22165aed,724666,3abd642c-5f4d-4fbb-9b20-16dc22165aed,2015-09-29T10:12:07,610,,-1,,
Tara Sapkota,accountability,2015-09-29,,,,,,,Lalitpur,badikhel,1,55_greater,female,Chhetri,,farmer_laborer,,yes__a_lot_of_,,2___very_little,long_term_shelter__housing,,clean_water,,livelihoods,,5___completely_yes,,,,,3___neutral,how_to_register_for_access_sup,,how_to_get_shelter_materials,,4___mostly_yes,,,,,4___mostly_yes,,,,,3___neutral,1___not_at_all,don_t_know,1___not_at_all,clean_water,,long_term_shelter__housing,,,uuid:d6a2f695-6cbc-434a-a87a-bb8da24c5e4b,741112,d6a2f695-6cbc-434a-a87a-bb8da24c5e4b,2015-10-01T09:54:09,1310,,-1,,
Tara Sapkota,accountability,2015-09-29,,,,,,,Lalitpur,Badikhel,1,25_39,female,Chhetri,,farmer_laborer,,yes__some_diff,,4___mostly_yes,,,,,,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_sup,,2___very_little,building_mater,,housing_inspec,,1___not_at_all,first_come__fi,,based_on_polit,,4___mostly_yes,1___not_at_all,1___not_at_all,1___not_at_all,healthcare,,livelihoods,,,uuid:676f0547-bf84-4027-88f5-388810ef6c49,741175,676f0547-bf84-4027-88f5-388810ef6c49,2015-10-01T10:04:21,1325,,-1,,
Bishnu Bajgain,accountability,2015-10-23,,,,,,,Lalitpur,badikhel,1,55_greater,male,Brahmin,,farmer_laborer,,yes__some_diff,,4___mostly_yes,,,,,,,2___very_little,building_mater,,cash_for_work,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,2___very_little,cash_for_work,,building_mater,,2___very_little,based_on_caste,,based_on_polit,,2___very_little,2___not_very_m,1___not_at_all,,,,,,,uuid:4fb5f18a-866f-46b1-ae0c-6f5b0cfba427,739912,4fb5f18a-866f-46b1-ae0c-6f5b0cfba427,2015-10-01T06:02:55,1165,,-1,,
Tara Sapkota,accountability,2015-09-29,,,,,,,Lalitpur,Badikhel,1,55_greater,male,Chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,toilets_sanitation,,clean_water,,5___completely_yes,,,,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,4___mostly_yes,,,,,don_t_know,,,,,4___mostly_yes,1___not_at_all,1___not_at_all,,,,,,,uuid:41e11fdb-cf7b-42bd-a44c-b3815ec3363d,741133,41e11fdb-cf7b-42bd-a44c-b3815ec3363d,2015-10-01T09:56:17,1314,,-1,,
Tara Sapkota,accountability,2015-09-29,,,,,,,Lalitpur,Badikhel,1,55_greater,male,Brahmin,,farmer_laborer,,yes__a_lot_of_,,2___very_little,long_term_shelter__housing,,seeds_and_fertilizers,,livelihoods,,4___mostly_yes,,,,,4___mostly_yes,,,,,3___neutral,cash_for_work,,seeds_and_fert,,4___mostly_yes,,,,,4___mostly_yes,2___not_very_m,2___very_little,,,,,,,uuid:c2633ebb-05eb-4e95-8e94-3d7543573077,741152,c2633ebb-05eb-4e95-8e94-3d7543573077,2015-10-01T09:59:14,1319,,-1,,
Tara Sapkota,accountability,2015-09-27,,,,,,,Lalitpur,Bhattedanda,6,25_39,female,Brahmin,,other,Volunteer,no_difficulty,,4___mostly_yes,,,,,,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,5___completely_yes,1___not_at_all,short_term_shelter__tent_shelt,,livelihoods,,,uuid:71d5a11b-c4d5-4d1b-ba07-3c62f8b501f2,741314,71d5a11b-c4d5-4d1b-ba07-3c62f8b501f2,2015-10-01T10:16:39,1339,,-1,,
Tara Sapkota,accountability,2015-09-27,,,,,,,Lalitpur,Bhattedanda,6,55_greater,female,Chhetri,,farmer_laborer,,yes__some_diff,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,5___completely_yes,,,,,5___completely_yes,,,,,4___mostly_yes,1___not_at_all,2___very_little,1___not_at_all,short_term_shelter__tent_shelt,,seeds_and_fertilizers,,,uuid:164e75e9-66db-4770-a7ba-e7fae2238bd1,741353,164e75e9-66db-4770-a7ba-e7fae2238bd1,2015-10-01T10:22:44,1346,,-1,,
Tara Sapkota,accountability,2015-10-27,,,,,,,Lalitpur,Bhattedanda,6,25_39,male,Brahmin,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,based_on_caste,,based_on_polit,,4___mostly_yes,1___not_at_all,1___not_at_all,,,,,,,uuid:37313d69-ab82-48a3-aad8-e6ebc7e51afb,741192,37313d69-ab82-48a3-aad8-e6ebc7e51afb,2015-10-01T10:08:01,1329,,-1,,
Tara Sapkota,accountability,2015-09-29,,,,,,,Lalitpur,Bhattedanda,6,40_54,male,Tamang,,farmer_laborer,,no_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,toilets_sanitation,,5___completely_yes,,,,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_sup,,5___completely_yes,,,,,1___not_at_all,based_on_polit,,based_on_caste,,refused,4___mostly_yes,1___not_at_all,,,,,,,uuid:d3c5e817-0421-47cd-8ba7-7d09faaf8e9e,741217,d3c5e817-0421-47cd-8ba7-7d09faaf8e9e,2015-10-01T10:11:44,1334,,-1,,
Tara Sapkota,accountability,2015-09-27,,,,,,,Lalitpur,Bhattedanda,6,40_54,male,Brahmin,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,5___completely_yes,,,,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,4___mostly_yes,,,,,1___not_at_all,based_on_polit,,based_on_dista,,2___very_little,1___not_at_all,1___not_at_all,,,,,,,uuid:f6da086e-e4d9-44fc-8199-3e3bfaf87d53,741343,f6da086e-e4d9-44fc-8199-3e3bfaf87d53,2015-10-01T10:21:24,1344,,-1,,
Paras Ranjit,accountability,2015-09-27,,,,,,,Lalitpur,Ghusel,7,25_39,female,Chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,building_mater,,cash_for_work,,4___mostly_yes,,,,,2___very_little,cash_for_work,,building_mater,,1___not_at_all,first_come__fi,,based_on_polit,,4___mostly_yes,1___not_at_all,1___not_at_all,1___not_at_all,long_term_shelter__housing,,financial_support,,,uuid:9bc7f6fa-f2ec-496b-8398-6078159a12f2,735509,9bc7f6fa-f2ec-496b-8398-6078159a12f2,2015-09-30T11:15:36,98,,-1,,
Paras Ranjit,accountability,2015-09-27,,,,,,,Lalitpur,Ghusel,7,25_39,female,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,building_mater,,cash_for_work,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,3___neutral,1___not_at_all,2___very_little,1___not_at_all,long_term_shelter__housing,,financial_support,,,uuid:dcd622b1-d900-49be-bc3f-ae8986804214,735447,dcd622b1-d900-49be-bc3f-ae8986804214,2015-09-30T11:10:58,1056,,-1,,
Bidhusi Sijapati,accountability,2015-09-26,,,,,,,Lalitpur,Ghusel,8,40_54,male,Newar,,government_ser,,no_difficulty,,1___not_at_all,financial_support,,livelihoods,,long_term_shelter__housing,,1___not_at_all,building_mater,,cash_for_work,,3___neutral,news_about_government_decision,,how_to_get_shelter_materials,,3___neutral,cash_for_work,,building_mater,,2___very_little,based_on_polit,,first_come__fi,,3___neutral,1___not_at_all,1___not_at_all,,,,,,,uuid:7e7d7cf8-fd94-4734-ba03-272bfe2103b9,734858,7e7d7cf8-fd94-4734-ba03-272bfe2103b9,2015-09-30T10:01:00,1095,,-1,,
Bidhusi Sijapati,accountability,2015-09-26,,,,,,,Lalitpur,Ghusel,8,25_39,male,Newar,,farmer_laborer,,no_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,housing_inspections,,4___mostly_yes,,,,,4___mostly_yes,,,,,3___neutral,cash_for_work,,building_mater,,1___not_at_all,other,Selfish nature of people,based_on_polit,,2___very_little,2___not_very_m,2___very_little,,,,,,,uuid:55529db7-026c-4c01-b3a2-32828183fd53,734918,55529db7-026c-4c01-b3a2-32828183fd53,2015-09-30T10:11:58,1098,,-1,,
Bidhusi Sijapati,accountability,2015-09-26,,,,,,,Lalitpur,Ghusel,8,40_54,male,Newar,,ngo_worker_bus,,no_difficulty,,2___very_little,financial_support,,long_term_shelter__housing,,toilets_sanitation,,2___very_little,cash_for_work,,building_mater,,3___neutral,news_about_government_decision,,how_to_get_shelter_materials,,4___mostly_yes,,,,,2___very_little,joint_families,,first_come__fi,,3___neutral,2___not_very_m,2___very_little,,,,,,,uuid:5e2f4ebc-3c8c-490d-95b9-c1dc9fbd1dcb,734940,5e2f4ebc-3c8c-490d-95b9-c1dc9fbd1dcb,2015-09-30T10:14:37,1099,,-1,,
Bidhusi Sijapati,accountability,2015-09-26,,,,,,,Lalitpur,Ghusel,7,25_39,male,Tamang,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,1___not_at_all,building_mater,,cash_for_work,,3___neutral,how_to_get_shelter_materials,,news_about_government_decision,,2___very_little,cash_for_work,,building_mater,,1___not_at_all,other,Selfish nature of people,first_come__fi,,2___very_little,2___not_very_m,2___very_little,,,,,,,uuid:20000782-0c6c-48d9-80cb-a7c9db629783,735002,20000782-0c6c-48d9-80cb-a7c9db629783,2015-09-30T10:22:32,1100,,-1,,
Paras Ranjit,accountability,2015-09-26,,,,,,,Lalitpur,Lubhu,5,25_39,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,financial_support,,long_term_shelter__housing,,seeds_and_fertilizers,,1___not_at_all,building_mater,,seeds_and_fert,,4___mostly_yes,,,,,5___completely_yes,,,,,3___neutral,first_come__fi,,based_on_polit,,3___neutral,1___not_at_all,1___not_at_all,,,,,,,uuid:532d236d-617f-49e4-9032-459dcb219309,735823,532d236d-617f-49e4-9032-459dcb219309,2015-09-30T11:34:16,19,,-1,,
Paras Ranjit,accountability,2015-09-26,,,,,,,Lalitpur,Ghusel,8,25_39,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,building_mater,,seeds_and_fert,,4___mostly_yes,,,,,4___mostly_yes,,,,,3___neutral,based_on_caste,,based_on_polit,,2___very_little,1___not_at_all,1___not_at_all,,,,,,,uuid:a1cc98e0-37ba-4b21-ae61-5282e89cbc0e,735801,a1cc98e0-37ba-4b21-ae61-5282e89cbc0e,2015-09-30T11:32:01,21,,-1,,
Paras Ranjit,accountability,2015-09-26,,,,,,,Lalitpur,Lubhu,5,25_39,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,short_term_she,,long_term_shelter__housing,,financial_support,,1___not_at_all,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,,,,,2___very_little,based_on_caste,,based_on_polit,,3___neutral,1___not_at_all,1___not_at_all,,,,,,,uuid:1713cdc3-6905-4e2a-a7b8-3b247339e29f,735812,1713cdc3-6905-4e2a-a7b8-3b247339e29f,2015-09-30T11:33:09,22,,-1,,
paras Ranjit,accountability,2015-09-26,,,,,,,Lalitpur,Lubhu,5,40_54,male,Tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,building_mater,,seeds_and_fert,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,2___very_little,1___not_at_all,1___not_at_all,,,,,,,uuid:b8b4481d-ff3b-4841-bbe6-4fe1fa8af18c,735653,b8b4481d-ff3b-4841-bbe6-4fe1fa8af18c,2015-09-30T11:26:27,81,,-1,,
Paras Ranjit,accountability,2015-09-26,,,,,,,Lalitpur,Ghusel,8,40_54,male,Brahmin,,other,Not mentioned,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,1___not_at_all,1___not_at_all,,,,,,,uuid:07652220-bd54-4308-90c8-086b108704a2,735613,07652220-bd54-4308-90c8-086b108704a2,2015-09-30T11:23:45,83,,-1,,
Paras Ranjit,accountability,2015-09-27,,,,,,,Lalitpur,Ghusel,7,40_54,male,Brahmin,,government_ser,,no_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,building_mater,,cash_for_work,,5___completely_yes,,,,,2___very_little,building_mater,,cash_for_work,,1___not_at_all,based_on_polit,,based_on_dista,,5___completely_yes,1___not_at_all,1___not_at_all,,,,,,,uuid:5d445b09-5ad7-49b3-bbb4-c1f26d6a1420,735551,5d445b09-5ad7-49b3-bbb4-c1f26d6a1420,2015-09-30T11:20:59,84,,-1,,
Paras Ranjit,accountability,2015-09-27,,,,,,,Lalitpur,Ghusel,7,25_39,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,1___not_at_all,building_mater,,cash_for_work,,5___completely_yes,,,,,2___very_little,building_mater,,cash_for_work,,1___not_at_all,based_on_caste,,based_on_polit,,4___mostly_yes,1___not_at_all,1___not_at_all,,,,,,,uuid:cd31eba7-f9cd-43bb-92e9-88bf130a8435,735531,cd31eba7-f9cd-43bb-92e9-88bf130a8435,2015-09-30T11:18:21,89,,-1,,
Paras Ranjit,accountability,2015-09-27,,,,,,,Lalitpur,Ghusel,9,40_54,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,building_mater,,cash_for_work,,5___completely_yes,,,,,3___neutral,building_mater,,cash_for_work,,2___very_little,first_come__fi,,based_on_polit,,4___mostly_yes,2___not_very_m,1___not_at_all,,,,,,,uuid:7b3eb3bc-398f-4590-982e-d88349127677,735365,7b3eb3bc-398f-4590-982e-d88349127677,2015-09-30T11:05:40,1108,,-1,,
Paras Ranjit,accountability,2015-10-26,,,,,,,Lalitpur,Ghusel,9,55_greater,male,Janajati,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,building_mater,,seeds_and_fert,,4___mostly_yes,,,,,1___not_at_all,building_mater,,seeds_and_fert,,2___very_little,first_come__fi,,based_on_polit,,2___very_little,1___not_at_all,1___not_at_all,,,,,,,uuid:0a97f242-c5b8-47b1-a7c2-d9f2e8eb9dd4,739775,0a97f242-c5b8-47b1-a7c2-d9f2e8eb9dd4,2015-10-01T05:13:57,1134,,-1,,
Paras Ranjit,accountability,2015-10-26,,,,,,,Lalitpur,Ghusel,9,40_54,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,building_mater,,seeds_and_fert,,4___mostly_yes,,,,,5___completely_yes,,,,,3___neutral,first_come__fi,,based_on_polit,,3___neutral,4___mostly_yes,1___not_at_all,,,,,,,uuid:c2a1df2e-4f56-495c-aa55-ee4cd705bade,739797,c2a1df2e-4f56-495c-aa55-ee4cd705bade,2015-10-01T05:18:40,1136,,-1,,
Paras Ranjit,accountability,2015-10-26,,,,,,,Lalitpur,Ghusel,9,40_54,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,building_mater,,cash_for_work,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,3___neutral,1___not_at_all,1___not_at_all,,,,,,,uuid:518c884e-6a1d-4464-b202-c5b69d7db03d,739822,518c884e-6a1d-4464-b202-c5b69d7db03d,2015-10-01T05:24:22,1143,,-1,,
Paras Ranjit,accountability,2015-10-26,,,,,,,Lalitpur,Ghusel,9,55_greater,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,clean_water,,education,,1___not_at_all,building_mater,,food_aid,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,3___neutral,1___not_at_all,1___not_at_all,,,,,,,uuid:f46bbf4c-6d76-42fc-a672-7125ba67f27b,739843,f46bbf4c-6d76-42fc-a672-7125ba67f27b,2015-10-01T05:32:11,1146,,-1,,
Bishnu bajgain,accountability,2015-10-23,,,,,,,Lalitpur,Gotikhel,3,25_39,female,Tamang,,farmer_laborer,,no_difficulty,,5___completely_yes,,,,,,,1___not_at_all,building_mater,,cash_for_work,,5___completely_yes,,,,,refused,,,,,5___completely_yes,,,,,5___completely_yes,5___completely,5___completely_yes,4___mostly_yes,,,,,,uuid:e9a3e8cd-7fa4-483b-9634-b421e72ed93b,740263,e9a3e8cd-7fa4-483b-9634-b421e72ed93b,2015-10-01T06:56:20,90,,-1,,
Bishnu Bajgain,accountability,2015-10-23,,,,,,,Lalitpur,Gotikhel,3,25_39,male,Tamang,,government_ser,,no_difficulty,,2___very_little,short_term_she,,long_term_shelter__housing,,seeds_and_fertilizers,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,4___mostly_yes,4___mostly_yes,,,,,,,uuid:98ead2f7-27e4-42d7-b924-089244494e3b,740233,98ead2f7-27e4-42d7-b924-089244494e3b,2015-10-01T06:48:20,1194,,-1,,
Bishnu Bajgain,accountability,2015-10-23,,,,,,,Lalitpur,Lubhu,5,40_54,male,Brahmin,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,short_term_shelter__tent_shelt,,seeds_and_fertilizers,,1___not_at_all,cash_for_work,,building_mater,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,2___not_very_m,2___very_little,,,,,,,uuid:deeefdee-d72a-44f4-89f2-36fd01df3b75,740241,deeefdee-d72a-44f4-89f2-36fd01df3b75,2015-10-01T06:50:42,1197,,-1,,
Bishnu bajgain,accountability,2015-10-23,,,,,,,Lalitpur,Gotikhel,3,40_54,male,Tamang,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,toilets_sanitation,,seeds_and_fertilizers,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,2___very_little,4___mostly_yes,4___mostly_yes,,,,,,,uuid:50673ae0-d389-4fd1-ba0c-e8f22bb2e9b8,740739,50673ae0-d389-4fd1-ba0c-e8f22bb2e9b8,2015-10-01T08:41:23,1225,,-1,,
Bishnu bajgain,accountability,2015-10-23,,,,,,,Lalitpur,Gotikhel,3,55_greater,male,Brahmin,,farmer_laborer,,yes__some_diff,,1___not_at_all,short_term_she,,long_term_shelter__housing,,financial_support,,4___mostly_yes,,,,,1___not_at_all,how_to_get_shelter_materials,,news_about_government_decision,,3___neutral,cash_for_work,,building_mater,,1___not_at_all,first_come__fi,,based_on_caste,,2___very_little,1___not_at_all,don_t_know,,,,,,,uuid:04c3c79e-815d-48a8-9dbf-f13bae6a1a6c,740740,04c3c79e-815d-48a8-9dbf-f13bae6a1a6c,2015-10-01T08:41:25,1226,,-1,,
