Name_of_interviewer,Agency,Date,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupa,Do_you_have_any_health_problem,_1_Are_your_main_problems_bein,_1a_What_is_your_biggest_probl,_1a_If_other_what_is_your_bigge,_1b_What_is_your_second_biggest,_1b_If_other_what_is_your_secon,_1c_What_is_your_third_biggest_,_1c_If_other_what_is_your_third,_2_Satisfied_with_gov,_2a_Top_thing_gov,_2a_If_other_top_thing_gov,_2b_Second_thing_gov,_2b_If_other_second_thing_gov,_3_Do_you_have_information,_3a_Top_need_info,_3a_If_other_top_need_info,_3b_Second_need_info,_3b_If_other_second_need_info,_4_Satisfied_with_NGOs,_4a_Top_need_NGOs,_4a_If_other_top_need_NGOs,_4b_Second_need_NGOs,_4b_If_other_second_need_NGOs,_5_Is_support_fair,_5a_Top_reason_not_fair,_5a_If_other_top_reason_not_fai,_5b_Second_reason_not_fair,_5b_If_other_second_reason_not_,_6_Prepared_for_monsoon,_7_Have_been_heard,_8_Relief_effort_progress,_9_Main_problems_women,_9a_Top_problem_women,_9a_If_other_top_problem_women,_9b_Second_problem_women,_9b_If_other_second_problem_wom,start,end,meta/instanceID,_uuid,_submission_time,_tags,,,,,,,,,,,,,,,,_notes
sarita dahal,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Makwanpur,nibuwatar,1,15_24,male,Tamang,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,based_on_polit,n/a,only_if_damage,n/a,1___not_at_all,4___mostly_yes,5___completely_yes,refused,n/a,n/a,n/a,n/a,2015-08-31T11:44:28.000+06:45,2015-08-31T11:45:46.000+06:45,uuid:0939a63f-8db7-4275-ad57-f27450f1b1ce,0939a63f-8db7-4275-ad57-f27450f1b1ce,2015-08-31T05:55:59,,,,,,,,,,,,,,,,,
sarita dahal,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Makwanpur,nibuwatar,1,40_54,female,Tamang,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,livelihoods,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,how_to_register_for_access_sup,n/a,how_to_get_healthcare_psycholo,n/a,1___not_at_all,building_mater,n/a,housing_inspec,n/a,2___very_little,based_on_polit,n/a,based_on_caste,n/a,1___not_at_all,1___not_at_all,1___not_at_all,2___very_little,sexual_and_reproductive_servic,n/a,child_protecti,n/a,2015-08-31T11:45:46.000+06:45,2015-08-31T11:48:13.000+06:45,uuid:d16a6bf9-00b8-438f-8660-84b3969b95a5,d16a6bf9-00b8-438f-8660-84b3969b95a5,2015-08-31T05:58:27,,,,,,,,,,,,,,,,,
sarita baral,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Makwanpur,nibuwatar,1,40_54,male,Newar,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,seeds_and_fertilizers,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,based_on_polit,n/a,first_come__fi,n/a,1___not_at_all,1___not_at_all,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-31T11:48:13.000+06:45,2015-08-31T11:50:21.000+06:45,uuid:61ef9294-fd04-4fb4-a875-290807eb7a92,61ef9294-fd04-4fb4-a875-290807eb7a92,2015-08-31T06:00:35,,,,,,,,,,,,,,,,,
Rina Khanal,accountability,21/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Bageswari,8,40_54,male,Tamang,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_she,n/a,long_term_shelter__housing,n/a,livelihoods,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,don_t_know,n/a,n/a,n/a,n/a,n/a,2015-08-31T15:37:51.000+06:45,2015-08-31T15:44:45.000+06:45,uuid:e75a8b60-d01e-44bf-b57e-7063da0c861d,e75a8b60-d01e-44bf-b57e-7063da0c861d,2015-08-31T09:59:47,,,,,,,,,,,,,,,,,
Rina Khanal,accountability,22/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Bageswari,8,55_greater,male,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_she,n/a,toilets_sanitation,n/a,long_term_shelter__housing,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T15:44:46.000+06:45,2015-08-31T15:48:17.000+06:45,uuid:c267a12c-9d5c-4bb0-a3b2-f0d27ff3cdd6,c267a12c-9d5c-4bb0-a3b2-f0d27ff3cdd6,2015-08-31T10:03:18,,,,,,,,,,,,,,,,,
Rina Khanal,accountability,21/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Bageswari,8,40_54,male,Dalit,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_she,n/a,financial_support,n/a,other,Household machine,3___neutral,building_mater,n/a,other,Household machine,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,1___not_at_all,don_t_know,n/a,n/a,n/a,n/a,n/a,2015-08-31T15:48:17.000+06:45,2015-08-31T15:55:17.000+06:45,uuid:309e8854-2a6d-4741-bc90-28ff0210cd6c,309e8854-2a6d-4741-bc90-28ff0210cd6c,2015-08-31T10:10:18,,,,,,,,,,,,,,,,,
Rina Khanal,accountability,23/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Bageswari,8,40_54,male,Dalit,n/a,skilled_worker,n/a,no_difficulty,1___not_at_all,short_term_she,n/a,financial_support,n/a,other,Household machine,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,food_aid,n/a,1___not_at_all,based_on_caste,n/a,other,Because a family divided in to two parts.,5___completely_yes,1___not_at_all,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T15:55:18.000+06:45,2015-08-31T16:04:23.000+06:45,uuid:65c825b9-fbad-49e0-83e1-7811b37199aa,65c825b9-fbad-49e0-83e1-7811b37199aa,2015-08-31T10:19:24,,,,,,,,,,,,,,,,,
Rina Khanal,accountability,23/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Bageswari,8,25_39,male,Chhetri,n/a,other,Temporary teacher,no_difficulty,1___not_at_all,short_term_she,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,4___mostly_yes,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-31T16:09:20.000+06:45,2015-08-31T16:14:09.000+06:45,uuid:1ff215f0-c16f-4b3f-a2d5-1af98f6c775c,1ff215f0-c16f-4b3f-a2d5-1af98f6c775c,2015-08-31T10:29:11,,,,,,,,,,,,,,,,,
Volaraj Paudyal,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Belkot,7,25_39,male,Tamang,n/a,government_ser,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,livelihoods,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,first_come__fi,n/a,based_on_dista,n/a,3___neutral,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-31T14:09:43.000+06:45,2015-08-31T14:14:22.000+06:45,uuid:1078aee7-2c72-41e6-973f-296cc1fcd0ea,1078aee7-2c72-41e6-973f-296cc1fcd0ea,2015-08-31T08:29:23,,,,,,,,,,,,,,,,,
Volaraj Paudyal,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Belkot,7,25_39,male,Brahmin,n/a,ngo_worker_bus,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,livelihoods,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,based_on_dista,n/a,first_come__fi,n/a,5___completely_yes,don_t_know,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-31T14:14:22.000+06:45,2015-08-31T14:19:55.000+06:45,uuid:4dbf73a2-db2e-4787-8169-8eaed46c4eba,4dbf73a2-db2e-4787-8169-8eaed46c4eba,2015-08-31T08:34:56,,,,,,,,,,,,,,,,,
Volaraj Paudyal,accountability,27/09/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Belkot,7,25_39,male,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,livelihoods,n/a,financial_support,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,first_come__fi,n/a,based_on_dista,n/a,2___very_little,don_t_know,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-31T14:19:55.000+06:45,2015-08-31T14:23:51.000+06:45,uuid:2daafae2-ec6c-4a46-ac37-617285387685,2daafae2-ec6c-4a46-ac37-617285387685,2015-08-31T08:38:53,,,,,,,,,,,,,,,,,
Volaraj Paudyal,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Belkot,7,40_54,male,Brahmin,n/a,ngo_worker_bus,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,clean_water,n/a,toilets_sanitation,n/a,1___not_at_all,building_mater,n/a,seeds_and_fert,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,seeds_and_fert,n/a,1___not_at_all,based_on_dista,n/a,first_come__fi,n/a,2___very_little,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T14:23:51.000+06:45,2015-08-31T14:27:55.000+06:45,uuid:24f56eda-1c3f-4df5-80bb-ce8728b14cda,24f56eda-1c3f-4df5-80bb-ce8728b14cda,2015-08-31T08:42:56,,,,,,,,,,,,,,,,,
Vola Raj Paudyal,accountability,29/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Belkot,9,refused,male,Chhetri,n/a,government_ser,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,livelihoods,n/a,toilets_sanitation,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_dista,n/a,first_come__fi,n/a,2___very_little,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-31T16:35:05.000+06:45,2015-08-31T16:39:14.000+06:45,uuid:059902fb-ce40-4d68-b13b-e9c4a8beb4f5,059902fb-ce40-4d68-b13b-e9c4a8beb4f5,2015-08-31T10:56:25,,,,,,,,,,,,,,,,,
Vola Raj Paudyal,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Belkot,9,55_greater,male,Chhetri,n/a,ngo_worker_bus,n/a,yes__some_diff,1___not_at_all,financial_support,n/a,long_term_shelter__housing,n/a,healthcare,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,based_on_dista,n/a,first_come__fi,n/a,2___very_little,1___not_at_all,don_t_know,n/a,n/a,n/a,n/a,n/a,2015-08-31T16:39:14.000+06:45,2015-08-31T16:43:52.000+06:45,uuid:c599cabb-f774-4cbf-967a-70376d8d08b3,c599cabb-f774-4cbf-967a-70376d8d08b3,2015-08-31T10:58:53,,,,,,,,,,,,,,,,,
Vola Raj Paudyal,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Belkot,9,25_39,male,Tamang,n/a,government_ser,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,toilets_sanitation,n/a,financial_support,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,first_come__fi,n/a,based_on_dista,n/a,1___not_at_all,2___not_very_m,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T16:43:52.000+06:45,2015-08-31T16:48:00.000+06:45,uuid:ad5517a6-d081-45d1-8629-17812c23be1b,ad5517a6-d081-45d1-8629-17812c23be1b,2015-08-31T11:03:02,,,,,,,,,,,,,,,,,
Vola Raj Paudyal,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Belkot,9,25_39,male,Chhetri,n/a,ngo_worker_bus,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,toilets_sanitation,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,based_on_dista,n/a,first_come__fi,n/a,2___very_little,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-31T16:52:37.000+06:45,2015-08-31T16:56:48.000+06:45,uuid:068a112e-fbe4-4704-b898-a596fd3b6856,068a112e-fbe4-4704-b898-a596fd3b6856,2015-08-31T11:11:49,,,,,,,,,,,,,,,,,
Volaraj Paudyal,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Belkot,7,25_39,female,Tamang,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,toilets_sanitation,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,first_come__fi,n/a,based_on_dista,n/a,1___not_at_all,don_t_know,don_t_know,5___completely_yes,n/a,n/a,n/a,n/a,2015-08-31T14:04:48.000+06:45,2015-08-31T14:09:43.000+06:45,uuid:6222edea-a2aa-42ed-b019-6d14af62cb5c,6222edea-a2aa-42ed-b019-6d14af62cb5c,2015-08-31T08:24:44,,,,,,,,,,,,,,,,,
Nawaraj Subedi,accountability,24/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Belkot,9,25_39,female,Tamang,n/a,ngo_worker_bus,n/a,yes__some_diff,don_t_know,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,refused,4___mostly_yes,2___very_little,education,n/a,gender_based_violence,n/a,2015-09-01T16:15:31.000+06:45,2015-09-01T16:19:56.000+06:45,uuid:1fa94db9-2869-445c-9c2c-559a417181a9,1fa94db9-2869-445c-9c2c-559a417181a9,2015-09-01T10:34:57,,,,,,,,,,,,,,,,,
Rina Khanal,accountability,4/8/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Bidur,2,40_54,female,Chhetri,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,n/a,toilets_sanitation,n/a,financial_support,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,based_on_polit,n/a,based_on_caste,n/a,3___neutral,1___not_at_all,1___not_at_all,1___not_at_all,financial_support,n/a,gender_based_violence,n/a,2015-08-31T12:55:51.000+06:45,2015-08-31T13:02:49.000+06:45,uuid:033465c2-351f-4a20-a224-3de07639c898,033465c2-351f-4a20-a224-3de07639c898,2015-08-31T07:17:50,,,,,,,,,,,,,,,,,
Rina Khanal,accountability,21/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Bidur,2,40_54,male,Gurung,n/a,government_ser,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,toilets_sanitation,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,housing_inspec,n/a,building_mater,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T13:02:49.000+06:45,2015-08-31T13:13:09.000+06:45,uuid:e090d4a1-3276-4ef0-84ee-4c0332c15ff0,e090d4a1-3276-4ef0-84ee-4c0332c15ff0,2015-08-31T07:28:10,,,,,,,,,,,,,,,,,
Rina Khanal,accountability,22/09/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Bidur,2,40_54,female,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_she,n/a,food,n/a,financial_support,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,other,Need of gas stove,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,1___not_at_all,5___completely_yes,1___not_at_all,financial_support,n/a,education,n/a,2015-08-31T13:13:09.000+06:45,2015-08-31T13:19:33.000+06:45,uuid:449dc265-92cc-4fb2-b1ea-6199aca3e6d0,449dc265-92cc-4fb2-b1ea-6199aca3e6d0,2015-08-31T07:34:34,,,,,,,,,,,,,,,,,
Rina Khanal,accountability,22/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Bidur,2,55_greater,female,Tamang,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,short_term_shelter__tent_shelt,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,don_t_know,don_t_know,don_t_know,n/a,n/a,n/a,n/a,2015-08-31T13:19:33.000+06:45,2015-08-31T13:24:27.000+06:45,uuid:313437ad-6fad-49cd-a378-a92d9e3dff98,313437ad-6fad-49cd-a378-a92d9e3dff98,2015-08-31T07:39:28,,,,,,,,,,,,,,,,,
Rina Khanal,accountability,21/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Bidur,2,55_greater,female,Chhetri,n/a,farmer_laborer,n/a,yes__some_diff,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,housing_inspec,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,1___not_at_all,4___mostly_yes,1___not_at_all,financial_support,n/a,livelihoods,n/a,2015-08-31T13:24:27.000+06:45,2015-08-31T13:28:56.000+06:45,uuid:6add71d8-f010-474d-955a-a057fa5b446e,6add71d8-f010-474d-955a-a057fa5b446e,2015-08-31T07:43:58,,,,,,,,,,,,,,,,,
Nawaraj Subedi,accountability,25/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Budhasing,6,55_greater,female,Tamang,n/a,farmer_laborer,n/a,cannot_do_at_a,1___not_at_all,other,Not mentioned,other,Not mentioned,other,Not mentioned,1___not_at_all,cash_for_work,n/a,food_aid,n/a,2___very_little,how_to_get_healthcare_psycholo,n/a,how_to_register_for_access_sup,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,4___mostly_yes,5___completely_yes,1___not_at_all,gender_based_v,n/a,long_term_shelter__housing,n/a,2015-08-30T17:30:13.000+06:45,2015-08-30T17:38:04.000+06:45,uuid:b9b915eb-7d42-4b9e-9d47-1f039b3b277f,b9b915eb-7d42-4b9e-9d47-1f039b3b277f,2015-08-30T11:53:06,,,,,,,,,,,,,,,,,
Nawaraj Subedi,accountability,8/8/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Budhasing,6,15_24,female,Dalit,n/a,other,Not mentioned,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,psychosocial_counseling,n/a,2___very_little,cash_for_work,n/a,housing_inspec,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,5___completely_yes,4___mostly_yes,4___mostly_yes,1___not_at_all,gender_based_v,n/a,financial_support,n/a,2015-08-31T10:26:24.000+06:45,2015-08-31T10:37:48.000+06:45,uuid:69d55ab5-dc6e-458e-9db7-eda8f7c4fa88,69d55ab5-dc6e-458e-9db7-eda8f7c4fa88,2015-08-31T04:52:49,,,,,,,,,,,,,,,,,
Nawaraj Subedi,accountability,25/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Budhasing,6,15_24,male,Chhetri,n/a,other,Not mentioned,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,livelihoods,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,5___completely_yes,don_t_know,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:37:48.000+06:45,2015-08-31T10:44:59.000+06:45,uuid:3e738f50-d486-4d56-b8bc-4c0d537ae62e,3e738f50-d486-4d56-b8bc-4c0d537ae62e,2015-08-31T05:00:00,,,,,,,,,,,,,,,,,
Nawaraj Subedi,accountability,25/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Budhasing,6,25_39,male,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,psychosocial_counseling,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,how_to_register_for_access_sup,n/a,how_to_replace_personal_docume,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:44:59.000+06:45,2015-08-31T10:50:08.000+06:45,uuid:0a651504-4144-4b0d-b7a7-af947b99ff50,0a651504-4144-4b0d-b7a7-af947b99ff50,2015-08-31T05:05:09,,,,,,,,,,,,,,,,,
Nawaraj Subedi,accountability,25/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Budhasing,6,40_54,male,Chhetri,n/a,other,Not mentioned,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,based_on_caste,n/a,based_on_polit,n/a,5___completely_yes,don_t_know,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:50:08.000+06:45,2015-08-31T10:55:09.000+06:45,uuid:67180a80-7cbf-41d8-a4bc-eb0646afc8ca,67180a80-7cbf-41d8-a4bc-eb0646afc8ca,2015-08-31T05:10:10,,,,,,,,,,,,,,,,,
Nawaraj Subedi,accountability,23/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Charghare,3,25_39,male,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,clean_water,n/a,2___very_little,cash_for_work,n/a,other,Not mentioned,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,2___not_very_m,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:31:39.000+06:45,2015-08-30T16:40:34.000+06:45,uuid:15a8964a-de2e-4a0b-9d2e-7720dab8b3fc,15a8964a-de2e-4a0b-9d2e-7720dab8b3fc,2015-08-30T10:55:34,,,,,,,,,,,,,,,,,
Nawaraj Subedi,accountability,23/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Charghare,3,40_54,female,Dalit,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,financial_support,n/a,long_term_shelter__housing,n/a,clean_water,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_replace_personal_docume,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,1___not_at_all,4___mostly_yes,5___completely_yes,n/a,n/a,n/a,n/a,2015-08-30T16:40:34.000+06:45,2015-08-30T16:46:18.000+06:45,uuid:8195c92b-1e2c-4602-a457-fa076975d67f,8195c92b-1e2c-4602-a457-fa076975d67f,2015-08-30T11:01:20,,,,,,,,,,,,,,,,,
Nawaraj Subedi,accountability,23/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Charghare,3,15_24,female,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,don_t_know,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,how_to_register_for_access_sup,n/a,how_to_replace_personal_docume,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,refused,refused,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,2015-08-30T16:46:18.000+06:45,2015-08-30T16:51:14.000+06:45,uuid:73c0f88e-4c7d-4ace-9c59-48f98c6ad73f,73c0f88e-4c7d-4ace-9c59-48f98c6ad73f,2015-08-30T11:06:15,,,,,,,,,,,,,,,,,
Nawaraj Subedi,accountability,23/08/2015,n/a,n/a,n/a,n/a,n/a,Nuwakot,Charghare,3,55_greater,male,Brahmin,n/a,other,Not mentioned,cannot_do_at_a,1___not_at_all,long_term_shelter__housing,n/a,healthcare,n/a,clean_water,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_healthcare_psycholo,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,refused,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:51:14.000+06:45,2015-08-30T16:55:48.000+06:45,uuid:aab06cb4-ef87-4236-86c4-4b6595898012,aab06cb4-ef87-4236-86c4-4b6595898012,2015-08-30T11:10:50,,,,,,,,,,,,,,,,,
