Name_of_enumerator_agency,Agency,Date,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If__other__what_is_your_occupa,Do_you_have_any_health_problem,Are_your_main_problems_being_a,What_is_your_biggest_problem,If__other__what_is_your_bigges,What_is_your_second_biggest_pr,If__other__what_is_your_second,What_is_your_third_biggest_pro,If__other__what_is_your_third_,Are_your_main_problems_being_a_001,What_is_the_top_thing_that_you,If__other__what_is_the_top_thi,What_is_the_second_most_import,If__other__what_is_the_second_,Are_your_main_problems_being_a_002,What_is_the_top_thing_that_you_001,If__other__what_is_the_top_thi_001,What_is_the_second_most_import_001,If__other__what_is_the_second__001,Are_your_main_problems_being_a_003,What_is_the_top_thing_that_you_002,If__other__what_is_the_top_thi_002,What_is_the_top_thing_that_you_003,If__other__what_is_the_second__002,Are_your_main_problems_being_a_004,What_is_the_top_reason_for_you,If__other__what_is_the_top_rea,What_is_the_top_reason_for_you_001,If_other_what_is_the_top_rea,Are_your_main_problems_being_a_005,Do_you_feel_you_have_been_hear,Are_your_main_problems_being_a_006,Are_your_main_problems_being_a_007,What_is_your_biggest_problem_001,If__other__what_is_the_biggest,What_is_your_biggest_problem_0,If__other__what_is_the_second__003,start,end,meta/instanceID,_uuid,_submission_time,_tags,_notes
bidushi sijapati,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,lalitpur,vdc,9,40_54,female,gurung,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,4___mostly_yes,1___not_at_all,4___mostly_yes,1___not_at_all,long_term_shelter__housing,n/a,healthcare,n/a,2015-07-20T14:23:37.000+06:45,2015-07-20T14:26:22.000+06:45,uuid:abe8dde0-647f-4e93-931b-3795347a541f,abe8dde0-647f-4e93-931b-3795347a541f,2015-07-20T08:42:22,,
Tara Sapkota,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,lalitpur,badikhel,3,55,female,brahmin,n/a,farmer_laborer,n/a,yes__a_lot_of_,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,don_t_know,refused,n/a,n/a,n/a,n/a,2015-07-20T14:24:32.000+06:45,2015-07-20T14:27:57.000+06:45,uuid:df631019-361b-4e3c-a2b4-a27c1095c630,df631019-361b-4e3c-a2b4-a27c1095c630,2015-07-20T08:43:49,,
Rojina Shrestha,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,lalitpur,VDC,8,25_39,male,tamang,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,financial_support,n/a,long_term_shelter__housing,n/a,short_term_shelter__tent_shelt,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,3___neutral,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,first_come__fi,n/a,2___very_little,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:26:42.000+06:45,2015-07-20T14:29:07.000+06:45,uuid:8ea2f0ae-fef1-4b1d-9c76-7a9415617d2f,8ea2f0ae-fef1-4b1d-9c76-7a9415617d2f,2015-07-20T08:44:20,,
Tara Sapkota,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,lalitpur,badikhel,3,40_54,female,janajati,n/a,farmer_laborer,n/a,yes__some_diff,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,news_about_government_decision,n/a,2___very_little,cash_for_work,n/a,food_aid,n/a,1___not_at_all,based_on_polit,n/a,based_on_caste,n/a,5___completely_yes,1___not_at_all,1___not_at_all,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,2015-07-20T14:21:10.000+06:45,2015-07-20T14:24:32.000+06:45,uuid:dbd2c5d7-f327-4fca-92b6-1225fac8b485,dbd2c5d7-f327-4fca-92b6-1225fac8b485,2015-07-20T08:45:04,,
tara sapkota,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,lalitpur,bhattedada,6,25_39,male,tamang,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,3___neutral,cash_for_work,n/a,seeds_and_fert,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,3___neutral,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:25:54.000+06:45,2015-07-20T14:29:28.000+06:45,uuid:3aa02b9f-01cf-4815-ae58-c25d2ede3b41,3aa02b9f-01cf-4815-ae58-c25d2ede3b41,2015-07-20T08:45:09,,
tara sapkota,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,lalitpur,bhattedada,6,40_54,female,brahmin,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,first_come__fi,n/a,based_on_dista,n/a,5___completely_yes,don_t_know,5___completely_yes,don_t_know,n/a,n/a,n/a,n/a,2015-07-20T14:22:56.000+06:45,2015-07-20T14:25:53.000+06:45,uuid:97a50b48-f8d8-4e6f-9201-0108d4e024bd,97a50b48-f8d8-4e6f-9201-0108d4e024bd,2015-07-20T08:45:55,,
Tara sapkota,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,lalitpur,badikhel,5,40_54,female,janajati,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,seeds_and_fertilizers,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,first_come__fi,n/a,based_on_dista,n/a,1___not_at_all,don_t_know,don_t_know,don_t_know,n/a,n/a,n/a,n/a,2015-07-20T14:27:57.000+06:45,2015-07-20T14:30:39.000+06:45,uuid:63e35902-8af9-49ab-8d8b-040a51f3fd67,63e35902-8af9-49ab-8d8b-040a51f3fd67,2015-07-20T08:46:31,,
tara sapkota,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,lalitpur,bhattedada,6,15_24,male,tamang,n/a,other,student,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,3___neutral,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:29:28.000+06:45,2015-07-20T14:32:09.000+06:45,uuid:2e4b73ac-0556-4c50-b006-c51f97e1a610,2e4b73ac-0556-4c50-b006-c51f97e1a610,2015-07-20T08:47:48,,
rojina shrestha,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,lalitpur,vdc,9,40_54,female,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,4___mostly_yes,2___not_very_m,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,2015-07-20T14:29:16.000+06:45,2015-07-20T14:32:17.000+06:45,uuid:a7519c4c-b161-40d0-8c62-ee08efb99015,a7519c4c-b161-40d0-8c62-ee08efb99015,2015-07-20T08:48:17,,
bidushi sijapati,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,lalitpur,vdc,9,15_24,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:26:23.000+06:45,2015-07-20T14:29:16.000+06:45,uuid:cb034b6d-3133-4be7-80f8-eebe81b447f4,cb034b6d-3133-4be7-80f8-eebe81b447f4,2015-07-20T08:49:37,,
Tara sapkota,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,lalitpur,Badikhel,5,15_24,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,3___neutral,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,clean_water,n/a,1___not_at_all,food_aid,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,first_come__fi,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:30:39.000+06:45,2015-07-20T14:34:06.000+06:45,uuid:a7115cca-17f9-4644-87f3-852f23f93f70,a7115cca-17f9-4644-87f3-852f23f93f70,2015-07-20T08:49:58,,
Rojina shrestha,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,lalitpur,vdc,4,40_54,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:32:17.000+06:45,2015-07-20T14:35:19.000+06:45,uuid:efe8c2b8-25fe-414e-8aa7-897781041164,efe8c2b8-25fe-414e-8aa7-897781041164,2015-07-20T08:51:20,,
Paras Ranjit,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,lalitpur,VDC,7,15_24,male,newar,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,3___neutral,short_term_shelter__tent_shelt,n/a,clean_water,n/a,toilets_sanitation,n/a,1___not_at_all,food_aid,n/a,housing_inspec,n/a,3___neutral,news_about_government_decision,n/a,how_to_get_healthcare_psycholo,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,3___neutral,based_on_polit,n/a,joint_families,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:29:07.000+06:45,2015-07-20T14:38:15.000+06:45,uuid:cab3169e-068f-4304-89ac-1f4d29052bb1,cab3169e-068f-4304-89ac-1f4d29052bb1,2015-07-20T08:53:08,,
Tara sapkota,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,lalitpur,bhatedada,6,15_24,male,tamang,n/a,other,business,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,4___mostly_yes,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:34:06.000+06:45,2015-07-20T14:37:43.000+06:45,uuid:8cfd6796-cfb3-4506-abe0-c6582d6a73a6,8cfd6796-cfb3-4506-abe0-c6582d6a73a6,2015-07-20T08:53:34,,
Rojina shrestha,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,lalitpur,vdc,4,25_39,male,janajati,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,4___mostly_yes,1___not_at_all,4___mostly_yes,1___not_at_all,long_term_shelter__housing,n/a,healthcare,n/a,2015-07-20T14:35:19.000+06:45,2015-07-20T14:38:14.000+06:45,uuid:31c85874-31f5-41d7-b592-84f385ba4f33,31c85874-31f5-41d7-b592-84f385ba4f33,2015-07-20T08:54:15,,
tara sapkota,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,lalitpur,bhattedada,6,40_54,male,janajati,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,3___neutral,long_term_shelter__housing,n/a,clean_water,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,2___not_very_m,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:32:10.000+06:45,2015-07-20T14:35:57.000+06:45,uuid:017795e9-dec9-4388-892b-49652b3d62fd,017795e9-dec9-4388-892b-49652b3d62fd,2015-07-20T08:55:55,,
tara sapkota,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,lalitpur,badikhel,5,15_24,female,janajati,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,clean_water,n/a,livelihoods,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,how_to_register_for_access_sup,n/a,news_about_government_decision,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,1___not_at_all,1___not_at_all,1___not_at_all,short_term_shelter__tent_shelt,n/a,housing_inspections,n/a,2015-07-20T14:35:58.000+06:45,2015-07-20T14:40:40.000+06:45,uuid:0add6894-95cd-4ef1-91d5-665bb090c8f3,0add6894-95cd-4ef1-91d5-665bb090c8f3,2015-07-20T08:56:18,,
Paras Ranjit,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,lalitpur,VDC,7,25_39,female,newar,n/a,other,unemployeed,no_difficulty,2___very_little,education,n/a,toilets_sanitation,n/a,clean_water,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,news_about_government_decision,n/a,1___not_at_all,housing_inspec,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,based_on_caste,n/a,1___not_at_all,5___completely,1___not_at_all,1___not_at_all,sanitary_products,n/a,option_17,n/a,2015-07-20T14:38:15.000+06:45,2015-07-20T14:42:03.000+06:45,uuid:30a19d37-473f-43f5-95d7-725af853cfb0,30a19d37-473f-43f5-95d7-725af853cfb0,2015-07-20T08:56:45,,
rojina shrestha,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,lalitpur,vdc,4,15_24,male,gurung,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_shelter__tent_shelt,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:38:15.000+06:45,2015-07-20T14:41:37.000+06:45,uuid:8d4a11c7-adbc-4f42-a90b-d45daf560bd9,8d4a11c7-adbc-4f42-a90b-d45daf560bd9,2015-07-20T08:57:37,,
Tara sapkota,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,lalitpur,badikhel,3,55,male,brahmin,n/a,farmer_laborer,n/a,yes__a_lot_of_,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,clean_water,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,3___neutral,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:37:44.000+06:45,2015-07-20T14:41:52.000+06:45,uuid:3135cd2a-65f8-4866-ba22-4870773f87ec,3135cd2a-65f8-4866-ba22-4870773f87ec,2015-07-20T08:57:43,,
Paras Ranjit,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,lalitpur,VDC,7,55,female,newar,n/a,other,housewife,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,short_term_shelter__tent_shelt,n/a,financial_support,n/a,2___very_little,building_mater,n/a,housing_inspec,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,1___not_at_all,based_on_polit,n/a,based_on_caste,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,2015-07-20T14:42:04.000+06:45,2015-07-20T14:45:05.000+06:45,uuid:ea8b63cc-eba8-491d-9ab7-33d88877ee15,ea8b63cc-eba8-491d-9ab7-33d88877ee15,2015-07-20T08:59:29,,
tara sapkota,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,lalitpur,badikhel,5,25_39,female,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,toilets_sanitation,n/a,housing_inspections,n/a,1___not_at_all,building_mater,n/a,housing_inspec,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,2___very_little,housing_inspec,n/a,cash_for_work,n/a,1___not_at_all,first_come__fi,n/a,based_on_polit,n/a,1___not_at_all,5___completely,refused,4___mostly_yes,n/a,n/a,n/a,n/a,2015-07-20T14:40:41.000+06:45,2015-07-20T14:43:59.000+06:45,uuid:9058c0b4-449a-4baf-b4ce-10d6a5ad43bc,9058c0b4-449a-4baf-b4ce-10d6a5ad43bc,2015-07-20T08:59:34,,
Amrit rai,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,lalitpur,vdc,4,40_54,male,janajati,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,short_term_shelter__tent_shelt,n/a,other,place for keeping animals,1___not_at_all,building_mater,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,building_mater,n/a,1___not_at_all,based_on_dista,n/a,first_come__fi,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:41:37.000+06:45,2015-07-20T14:44:29.000+06:45,uuid:94d0ea38-d403-4c2c-bbd0-d389448f83ad,94d0ea38-d403-4c2c-bbd0-d389448f83ad,2015-07-20T09:00:30,,
Tara sapkota,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,lalitpur,badikhel,3,40_54,male,brahmin,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,livelihoods,n/a,seeds_and_fertilizers,n/a,clean_water,n/a,1___not_at_all,cash_for_work,n/a,food_aid,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,news_about_government_decision,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,based_on_caste,n/a,5___completely_yes,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:41:52.000+06:45,2015-07-20T14:44:54.000+06:45,uuid:93ec2aa8-5095-4aaa-8254-5b52b8b68625,93ec2aa8-5095-4aaa-8254-5b52b8b68625,2015-07-20T09:00:33,,
tara sapkota,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,lalitpur,badikhel,5,55,male,janajati,n/a,skilled_worker__i_e__carpenter,n/a,yes__a_lot_of_,1___not_at_all,short_term_shelter__tent_shelt,n/a,clean_water,n/a,seeds_and_fertilizers,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,don_t_know,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:44:00.000+06:45,2015-07-20T14:46:51.000+06:45,uuid:223c03dd-02f0-4f5d-a4bf-060bbc82ed89,223c03dd-02f0-4f5d-a4bf-060bbc82ed89,2015-07-20T09:02:10,,
Anjal Bhatta,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,lalitpur,VDC,7,15_24,male,newar,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:45:05.000+06:45,2015-07-20T14:49:10.000+06:45,uuid:0c223ce1-9c3c-4c42-bb30-f0f28c2ae3d7,0c223ce1-9c3c-4c42-bb30-f0f28c2ae3d7,2015-07-20T09:03:14,,
Tara sapkota,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,lalitpur,badikhel,3,25_39,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,livelihoods,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,based_on_polit,n/a,first_come__fi,n/a,3___neutral,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:44:54.000+06:45,2015-07-20T14:47:59.000+06:45,uuid:7aafe4f0-f868-46ad-bee8-37a283f041f5,7aafe4f0-f868-46ad-bee8-37a283f041f5,2015-07-20T09:03:22,,
Rojina shrestha,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,lalitpur,vdc,4,25_39,male,brahmin,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,healthcare,n/a,financial_support,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,1___not_at_all,3___neutral,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:44:30.000+06:45,2015-07-20T14:47:42.000+06:45,uuid:d28b0c08-ec3a-4db1-9ffd-096f307c2289,d28b0c08-ec3a-4db1-9ffd-096f307c2289,2015-07-20T09:03:43,,
tara  sapkota,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,lalitpur,badikhel,5,25_39,female,janajati,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,toilets_sanitation,n/a,livelihoods,n/a,2___very_little,food_aid,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,refused,4___mostly_yes,n/a,n/a,n/a,n/a,2015-07-20T14:46:51.000+06:45,2015-07-20T14:50:31.000+06:45,uuid:d22784e6-0cf4-404e-ac0b-be9c3c104236,d22784e6-0cf4-404e-ac0b-be9c3c104236,2015-07-20T09:05:32,,
Anjal Bhatta,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,lalitpur,VDC,7,15_24,male,newar,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,don_t_know,n/a,n/a,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,3___neutral,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:49:10.000+06:45,2015-07-20T14:51:59.000+06:45,uuid:e5831a3b-1fcb-49ab-931d-9dd4a577beea,e5831a3b-1fcb-49ab-931d-9dd4a577beea,2015-07-20T09:05:48,,
Bidushi sijapati,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,lalitpur,vdc,4,25_39,male,janajati,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,4___mostly_yes,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:47:43.000+06:45,2015-07-20T14:49:55.000+06:45,uuid:bf95096a-9a23-433d-a168-d28a17d267e6,bf95096a-9a23-433d-a168-d28a17d267e6,2015-07-20T09:05:55,,
Tara sapkota,accountability,7/14/15,n/a,n/a,n/a,n/a,n/a,lalitpur,badikhel,3,55,female,brahmin,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,food,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,how_to_get_healthcare_psycholo,n/a,how_to_register_for_access_sup,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,based_on_caste,n/a,2___very_little,1___not_at_all,1___not_at_all,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,2015-07-20T14:47:59.000+06:45,2015-07-20T14:51:49.000+06:45,uuid:d880b985-7154-404a-a20f-fe12bcfd8cae,d880b985-7154-404a-a20f-fe12bcfd8cae,2015-07-20T09:06:54,,
Anjal Bhatta,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,lalitpur,karyabinayak,6,40_54,male,newar,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,2___very_little,seeds_and_fert,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,2___not_very_m,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:51:59.000+06:45,2015-07-20T14:55:48.000+06:45,uuid:feae92c3-1651-46be-8134-836404526e7c,feae92c3-1651-46be-8134-836404526e7c,2015-07-20T09:09:21,,
